0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.02,0.048,0.081,0.112,0.138,0.165,0.188,0.215,0.24,0.264,0.293,0.319,0.346,0.371,0.401,0.43,0.457,0.482,0.509,0.534,0.561,0.591,0.622,0.643,0.675,0.697,0.723,0.749,0.773,0.8,0.832,0.866,0.906,0.948,0.985,1.016,1.043,1.07,1.097,1.125,1.153,1.181,1.209,1.234,1.258,1.279,1.296,1.312,1.329,1.342,1.353,1.364,1.373,1.38,1.383,1.383,1.383,1.383,1.383,1.383,1.383,1.383,1.383,1.383,1.383,1.383,1.383,1.383
0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.613,0.528,0.434,0.341,0.25,0.173,0.115,0.067,0.012,-0.028,-0.071,-0.099,-0.13,-0.156,-0.18,-0.188,-0.197,-0.201,-0.212,-0.209,-0.229,-0.238,-0.242,-0.245,-0.246,-0.253,-0.25,-0.25,-0.256,-0.261,-0.256,-0.258,-0.256,-0.247,-0.237,-0.227,-0.225,-0.228,-0.227,-0.227,-0.219,-0.21,-0.2,-0.185,-0.17,-0.16,-0.151,-0.139,-0.127,-0.116,-0.107,-0.1,-0.094,-0.091,-0.085,-0.085,-0.085,-0.085,-0.085,-0.085,-0.085,-0.085,-0.085,-0.085,-0.085,-0.085,-0.085,-0.085,-0.085
84.741,67.312,53.468,42.471,33.736,26.798,21.286,16.908,13.431,10.668,8.474,6.731,5.351,4.47,3.942,3.576,3.271,3.014,2.804,2.612,2.441,2.294,2.153,2.029,1.921,1.818,1.709,1.614,1.521,1.435,1.355,1.288,1.213,1.14,1.07,1,0.94,0.885,0.841,0.794,0.741,0.694,0.653,0.606,0.557,0.506,0.465,0.428,0.393,0.363,0.335,0.306,0.281,0.255,0.232,0.21,0.192,0.173,0.157,0.145,0.132,0.121,0.11,0.101,0.092,0.085,0.078,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075
2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.357,2.352,2.345,2.338,2.328,2.319,2.306,2.293,2.278,2.26,2.241,2.22,2.199,2.173,2.146,2.118,2.091,2.061,2.032,1.998,1.959,1.918,1.888,1.843,1.809,1.77,1.728,1.689,1.644,1.59,1.529,1.456,1.377,1.306,1.244,1.19,1.133,1.077,1.017,0.957,0.897,0.836,0.779,0.726,0.68,0.641,0.604,0.566,0.535,0.51,0.484,0.464,0.448,0.441,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44
5.917,5.917,5.917,5.917,5.917,5.917,5.917,5.917,5.917,5.917,5.917,5.917,5.9,5.35,4.75,4.45,4.067,3.767,3.517,3.35,3.083,2.95,2.683,2.567,2.3,2.15,2.1,1.967,1.8,1.767,1.7,1.55,1.517,1.483,1.433,1.35,1.333,1.3,1.25,1.217,1.15,1.133,1.083,1.083,1,0.917,0.8,0.767,0.717,0.733,0.733,0.65,0.617,0.567,0.5,0.4,0.333,0.3,0.3,0.267,0.267,0.183,0.15,0.133,0.067,0.067,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.717,4.717,4.717,4.717,4.717,4.717,4.717,4.717,4.717,4.717,4.717,4.717,4.667,4.369,4.071,3.823,3.625,3.376,3.178,3.029,2.88,2.781,2.582,2.433,2.334,2.234,2.085,1.986,1.986,1.986,1.936,1.936,1.887,1.887,1.936,1.688,1.639,1.639,1.639,1.688,1.688,1.787,1.688,1.688,1.738,1.738,1.688,1.589,1.539,1.49,1.49,1.539,1.539,1.49,1.539,1.44,1.539,1.589,1.639,1.639,1.589,1.787,1.887,2.135,2.234,2.284,2.383,2.334,2.284,2.284,2.284,2.284,2.284,2.284,2.284,2.284,2.284,2.284,2.284,2.284,2.284
-2.311,-2.311,-2.311,-2.311,-2.311,-2.311,-2.311,-2.311,-2.311,-2.311,-2.311,-2.311,-2.311,-2.311,-2.311,-2.311,-2.311,-2.311,-2.311,-2.311,-2.311,-2.311,-2.311,-2.311,-2.311,-2.311,-2.311,-2.311,-2.311,-2.311,-2.311,-2.311,-2.311,-2.311,-2.311,-2.311,-2.311,-2.311,-2.311,-2.311,-2.311,-2.311,-2.311,-2.311,-2.311,-2.311,-2.311,-2.311,-2.311,-2.311,-2.311,-2.311,-2.311,-2.311,-2.311,-2.311,-2.311,-2.311,-2.311,-2.311,-2.311,-2.311,-2.311,-2.311,-2.311,-2.311,-2.311,-2.311,-2.311,-2.311,-2.311,-2.311,-2.311,-2.311,-2.311,-2.311,-2.311,-2.311,-2.311,-2.311,-2.311
-0.781,-0.781,-0.781,-0.781,-0.781,-0.781,-0.781,-0.781,-0.781,-0.781,-0.781,-0.781,-0.781,-0.781,-0.781,-0.781,-0.819,-0.845,-0.691,-0.564,-0.527,-0.303,-0.225,-0.081,-0.035,-0.008,-0.073,0.01,0.035,0,-0.056,-0.031,-0.116,-0.142,-0.13,-0.141,-0.141,-0.098,-0.121,-0.112,-0.151,-0.178,-0.156,-0.178,-0.23,-0.271,-0.333,-0.359,-0.362,-0.369,-0.362,-0.312,-0.272,-0.241,-0.206,-0.18,-0.158,-0.142,-0.136,-0.13,-0.13,-0.134,-0.113,-0.092,-0.097,-0.102,-0.101,-0.102,-0.103,-0.103,-0.103,-0.103,-0.103,-0.103,-0.103,-0.103,-0.103,-0.103,-0.103,-0.103,-0.103
1.071,1.071,1.071,1.071,1.071,1.071,1.071,1.071,1.071,1.071,1.071,1.071,1.087,1.28,1.484,1.726,1.938,2.111,2.183,2.225,2.296,2.243,2.247,2.159,2.125,2.078,2.086,1.945,1.841,1.77,1.738,1.605,1.609,1.533,1.396,1.275,1.176,0.998,0.907,0.775,0.692,0.608,0.445,0.31,0.187,0.018,-0.144,-0.314,-0.466,-0.586,-0.722,-0.889,-1.052,-1.201,-1.347,-1.481,-1.596,-1.692,-1.766,-1.826,-1.879,-1.927,-1.974,-2.013,-2.039,-2.057,-2.074,-2.08,-2.081,-2.081,-2.081,-2.081,-2.081,-2.081,-2.081,-2.081,-2.081,-2.081,-2.081,-2.081,-2.081
-0.781,-0.781,-0.781,-0.781,-0.781,-0.781,-0.781,-0.781,-0.781,-0.781,-0.781,-0.781,-0.779,-0.713,-0.603,-0.453,-0.34,-0.228,0.058,0.298,0.478,0.811,1.006,1.266,1.429,1.573,1.639,1.815,1.937,2.008,2.064,2.154,2.202,2.274,2.36,2.428,2.474,2.549,2.575,2.609,2.642,2.671,2.682,2.698,2.707,2.698,2.681,2.647,2.613,2.587,2.541,2.462,2.363,2.26,2.141,2.011,1.886,1.772,1.676,1.587,1.502,1.42,1.331,1.253,1.201,1.163,1.123,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11
