0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.013,0.044,0.075,0.11,0.148,0.188,0.224,0.261,0.294,0.327,0.358,0.384,0.42,0.451,0.482,0.516,0.548,0.578,0.606,0.632,0.661,0.692,0.725,0.75,0.777,0.801,0.824,0.844,0.866,0.899,0.927,0.948,0.97,0.997,1.021,1.046,1.072,1.097,1.123,1.147,1.171,1.194,1.212,1.233,1.251,1.267,1.282,1.295,1.307,1.319,1.329,1.336,1.339,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34
0.647,0.647,0.647,0.647,0.647,0.647,0.647,0.647,0.647,0.647,0.647,0.647,0.647,0.742,0.295,0.163,0.081,0.06,0.047,0.043,0.022,0.006,-0.008,-0.013,-0.04,-0.046,-0.054,-0.069,-0.088,-0.099,-0.108,-0.117,-0.129,-0.146,-0.154,-0.161,-0.174,-0.188,-0.202,-0.214,-0.226,-0.229,-0.228,-0.225,-0.226,-0.235,-0.235,-0.231,-0.225,-0.222,-0.216,-0.205,-0.195,-0.187,-0.176,-0.166,-0.157,-0.149,-0.141,-0.135,-0.13,-0.126,-0.12,-0.114,-0.11,-0.106,-0.107,-0.107,-0.107,-0.107,-0.107,-0.107,-0.107,-0.107,-0.107,-0.107,-0.107,-0.107,-0.107,-0.107,-0.107
100.82,80.085,63.614,50.53,40.138,31.883,25.325,20.117,15.979,12.693,10.082,8.009,6.361,5.057,4.125,3.593,3.216,2.93,2.698,2.499,2.325,2.167,2.027,1.897,1.777,1.681,1.577,1.48,1.393,1.304,1.225,1.15,1.075,1.009,0.942,0.88,0.82,0.773,0.719,0.672,0.624,0.586,0.545,0.501,0.461,0.425,0.395,0.365,0.338,0.311,0.284,0.26,0.237,0.218,0.199,0.182,0.169,0.155,0.144,0.132,0.121,0.112,0.103,0.093,0.084,0.079,0.077,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075
1.984,1.984,1.984,1.984,1.984,1.984,1.984,1.984,1.984,1.984,1.984,1.984,1.984,1.984,1.984,1.982,1.978,1.972,1.962,1.949,1.934,1.917,1.899,1.879,1.858,1.839,1.812,1.786,1.758,1.726,1.693,1.661,1.631,1.601,1.566,1.528,1.485,1.451,1.414,1.381,1.347,1.319,1.285,1.235,1.19,1.157,1.121,1.076,1.037,0.993,0.949,0.906,0.859,0.816,0.773,0.731,0.696,0.658,0.624,0.594,0.565,0.541,0.518,0.495,0.474,0.462,0.456,0.453,0.453,0.453,0.453,0.453,0.453,0.453,0.453,0.453,0.453,0.453,0.453,0.453,0.453
7.533,7.533,7.533,7.533,7.533,7.533,7.533,7.533,7.533,7.533,7.533,7.533,7.533,8.233,5.833,5.667,5.35,5.117,4.867,4.533,4.417,4.167,4.083,3.9,3.6,3.433,3.25,2.983,2.8,2.717,2.533,2.45,2.283,2.15,2.033,1.95,1.883,1.767,1.633,1.533,1.433,1.383,1.283,1.2,1.1,1,0.917,0.883,0.8,0.717,0.667,0.633,0.583,0.517,0.483,0.467,0.4,0.367,0.317,0.3,0.267,0.217,0.15,0.083,0.05,0.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.08,6.08,6.08,6.08,6.08,6.08,6.08,6.08,6.08,6.08,6.08,6.08,6.08,6.834,4.472,4.171,4.171,4.07,3.719,3.568,3.467,3.317,3.367,3.266,3.065,3.166,3.015,2.915,2.764,2.513,2.563,2.261,2.211,2.211,2.06,2.06,2.01,1.809,1.759,1.809,1.759,1.759,1.658,1.658,1.658,1.709,1.759,1.709,1.759,1.859,1.809,1.759,1.709,1.709,1.859,1.91,1.859,1.859,1.859,2.161,1.96,2.01,2.01,2.111,2.111,1.859,1.96,2.111,2.111,2.111,2.111,2.111,2.111,2.111,2.111,2.111,2.111,2.111,2.111,2.111,2.111
-2.178,-2.178,-2.178,-2.178,-2.178,-2.178,-2.178,-2.178,-2.178,-2.178,-2.178,-2.178,-2.178,-2.178,-2.178,-2.178,-2.178,-2.178,-2.178,-2.178,-2.178,-2.178,-2.178,-2.178,-2.178,-2.178,-2.178,-2.178,-2.178,-2.178,-2.178,-2.178,-2.178,-2.178,-2.178,-2.178,-2.178,-2.178,-2.178,-2.178,-2.178,-2.178,-2.178,-2.178,-2.178,-2.178,-2.178,-2.178,-2.178,-2.178,-2.178,-2.178,-2.178,-2.178,-2.178,-2.178,-2.178,-2.178,-2.178,-2.178,-2.178,-2.178,-2.178,-2.178,-2.178,-2.178,-2.178,-2.178,-2.178,-2.178,-2.178,-2.178,-2.178,-2.178,-2.178,-2.178,-2.178,-2.178,-2.178,-2.178,-2.178
-0.977,-0.977,-0.977,-0.977,-0.977,-0.977,-0.977,-0.977,-0.977,-0.977,-0.977,-0.977,-0.977,-0.977,-0.977,-0.977,-0.977,-0.85,-0.863,-0.748,-0.648,-0.609,-0.506,-0.448,-0.41,-0.366,-0.225,-0.153,-0.052,-0.039,0.029,0.082,0.119,0.088,0.127,0.153,0.161,0.188,0.217,0.235,0.25,0.27,0.253,0.221,0.273,0.282,0.287,0.283,0.266,0.26,0.275,0.275,0.254,0.233,0.231,0.246,0.265,0.282,0.289,0.303,0.321,0.324,0.329,0.32,0.312,0.309,0.306,0.304,0.304,0.304,0.304,0.304,0.304,0.304,0.304,0.304,0.304,0.304,0.304,0.304,0.304
0.884,0.884,0.884,0.884,0.884,0.884,0.884,0.884,0.884,0.884,0.884,0.884,0.884,0.695,1.621,1.938,2.139,2.192,2.242,2.215,2.202,2.18,2.109,2.025,1.989,1.907,1.721,1.596,1.442,1.325,1.154,0.998,0.867,0.81,0.658,0.503,0.364,0.242,0.107,-0.006,-0.111,-0.217,-0.304,-0.424,-0.6,-0.69,-0.789,-0.904,-0.99,-1.089,-1.205,-1.306,-1.391,-1.461,-1.546,-1.633,-1.705,-1.776,-1.83,-1.88,-1.926,-1.956,-1.985,-2.004,-2.021,-2.032,-2.036,-2.037,-2.037,-2.037,-2.037,-2.037,-2.037,-2.037,-2.037,-2.037,-2.037,-2.037,-2.037,-2.037,-2.037
-0.977,-0.977,-0.977,-0.977,-0.977,-0.977,-0.977,-0.977,-0.977,-0.977,-0.977,-0.977,-0.977,-0.976,-0.935,-0.803,-0.651,-0.368,-0.203,0.088,0.349,0.553,0.791,0.979,1.147,1.284,1.514,1.674,1.842,1.947,2.063,2.154,2.228,2.275,2.332,2.374,2.412,2.443,2.465,2.477,2.484,2.474,2.456,2.425,2.376,2.356,2.315,2.256,2.204,2.143,2.061,1.975,1.893,1.821,1.725,1.622,1.527,1.424,1.338,1.253,1.169,1.108,1.045,0.994,0.949,0.919,0.909,0.905,0.905,0.905,0.905,0.905,0.905,0.905,0.905,0.905,0.905,0.905,0.905,0.905,0.905
