0,0,0,0,0,0,0,0,0,0,0,0,0,0.014,0.046,0.079,0.112,0.143,0.173,0.204,0.241,0.274,0.306,0.341,0.376,0.408,0.44,0.47,0.499,0.535,0.566,0.594,0.618,0.642,0.667,0.695,0.719,0.745,0.77,0.791,0.811,0.834,0.86,0.886,0.91,0.936,0.963,0.985,1.008,1.033,1.06,1.086,1.112,1.136,1.158,1.18,1.197,1.209,1.223,1.237,1.248,1.26,1.267,1.27,1.274,1.275,1.275,1.275,1.275,1.275,1.275,1.275,1.275,1.275,1.275,1.275,1.275,1.275,1.275,1.275,1.275
-0.443,-0.443,-0.443,-0.443,-0.443,-0.443,-0.443,-0.443,-0.443,-0.443,-0.443,-0.443,-0.443,-0.275,-0.162,-0.073,-0.019,0.015,0.043,0.077,0.085,0.097,0.112,0.11,0.123,0.12,0.133,0.134,0.138,0.15,0.165,0.177,0.194,0.198,0.201,0.206,0.211,0.211,0.217,0.209,0.212,0.215,0.221,0.222,0.228,0.222,0.215,0.212,0.216,0.215,0.21,0.206,0.197,0.183,0.172,0.162,0.158,0.159,0.159,0.157,0.157,0.153,0.151,0.149,0.148,0.148,0.148,0.148,0.148,0.148,0.148,0.148,0.148,0.148,0.148,0.148,0.148,0.148,0.148,0.148,0.148
83.09,66,52.426,41.643,33.079,26.275,20.871,16.579,13.169,10.46,8.309,6.6,5.243,4.318,3.843,3.495,3.224,3.012,2.819,2.641,2.483,2.329,2.198,2.065,1.937,1.827,1.719,1.622,1.538,1.448,1.363,1.283,1.206,1.14,1.076,1.008,0.957,0.909,0.856,0.802,0.749,0.699,0.654,0.61,0.572,0.537,0.501,0.463,0.426,0.391,0.363,0.336,0.31,0.285,0.263,0.243,0.223,0.208,0.195,0.184,0.172,0.162,0.158,0.152,0.145,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143,0.143
2.407,2.407,2.407,2.407,2.407,2.407,2.407,2.407,2.407,2.407,2.407,2.407,2.407,2.407,2.404,2.4,2.392,2.382,2.371,2.357,2.338,2.317,2.296,2.269,2.239,2.209,2.178,2.146,2.113,2.071,2.031,1.995,1.962,1.927,1.892,1.849,1.811,1.769,1.727,1.692,1.658,1.618,1.57,1.522,1.477,1.427,1.375,1.331,1.284,1.232,1.176,1.122,1.066,1.014,0.966,0.917,0.88,0.851,0.82,0.789,0.763,0.735,0.721,0.712,0.703,0.702,0.702,0.702,0.702,0.702,0.702,0.702,0.702,0.702,0.702,0.702,0.702,0.702,0.702,0.702,0.702
3.633,3.633,3.633,3.633,3.633,3.633,3.633,3.633,3.633,3.633,3.633,3.633,3.633,3.317,3,2.833,2.833,2.717,2.6,2.5,2.317,2.083,2.033,1.967,1.733,1.65,1.467,1.333,1.283,1.167,1.033,0.983,0.917,0.85,0.833,0.75,0.7,0.667,0.633,0.6,0.617,0.567,0.567,0.567,0.483,0.45,0.4,0.367,0.317,0.267,0.267,0.267,0.233,0.183,0.133,0.133,0.133,0.1,0.083,0.05,0.033,0.033,0.017,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.545,4.545,4.545,4.545,4.545,4.545,4.545,4.545,4.545,4.545,4.545,4.545,4.545,4.146,3.896,3.746,3.596,3.297,3.247,3.147,2.997,2.897,2.747,2.547,2.448,2.248,2.198,2.198,2.048,1.898,1.798,1.798,1.798,1.648,1.698,1.598,1.598,1.548,1.449,1.349,1.299,1.349,1.449,1.299,1.049,1.149,0.999,0.999,0.999,1.149,0.999,1.049,1.049,1.049,1.049,1.099,1.099,0.999,1.149,1.149,1.149,1.149,1.299,1.299,1.299,1.249,1.249,1.249,1.249,1.249,1.249,1.249,1.249,1.249,1.249,1.249,1.249,1.249,1.249,1.249,1.249
-2.632,-2.632,-2.632,-2.632,-2.632,-2.632,-2.632,-2.632,-2.632,-2.632,-2.632,-2.632,-2.632,-2.632,-2.632,-2.632,-2.632,-2.632,-2.632,-2.632,-2.632,-2.632,-2.632,-2.632,-2.632,-2.632,-2.632,-2.632,-2.632,-2.632,-2.632,-2.632,-2.632,-2.632,-2.632,-2.632,-2.632,-2.632,-2.632,-2.632,-2.632,-2.632,-2.632,-2.632,-2.632,-2.632,-2.632,-2.632,-2.632,-2.632,-2.632,-2.632,-2.632,-2.632,-2.632,-2.632,-2.632,-2.632,-2.632,-2.632,-2.632,-2.632,-2.632,-2.632,-2.632,-2.632,-2.632,-2.632,-2.632,-2.632,-2.632,-2.632,-2.632,-2.632,-2.632,-2.632,-2.632,-2.632,-2.632,-2.632,-2.632
0.239,0.239,0.239,0.239,0.239,0.239,0.239,0.239,0.239,0.239,0.239,0.239,0.239,0.239,0.239,0.239,0.09,-0.037,0.005,-0.087,-0.093,-0.068,-0.107,-0.174,-0.159,-0.119,-0.085,-0.08,-0.033,0.019,0.068,0.086,0.077,0.091,0.119,0.109,0.132,0.144,0.166,0.171,0.251,0.258,0.271,0.273,0.25,0.236,0.235,0.253,0.272,0.318,0.302,0.271,0.237,0.232,0.233,0.244,0.251,0.256,0.248,0.243,0.254,0.267,0.256,0.256,0.247,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243,0.243
3.517,3.517,3.517,3.517,3.517,3.517,3.517,3.517,3.517,3.517,3.517,3.517,3.517,3.185,2.938,2.708,2.584,2.506,2.39,2.299,2.211,2.095,2.003,1.946,1.802,1.668,1.503,1.378,1.21,0.991,0.776,0.609,0.477,0.339,0.188,0.053,-0.102,-0.243,-0.398,-0.495,-0.676,-0.8,-0.948,-1.076,-1.171,-1.269,-1.382,-1.49,-1.61,-1.752,-1.838,-1.904,-1.962,-2.031,-2.094,-2.164,-2.216,-2.256,-2.289,-2.32,-2.355,-2.39,-2.396,-2.404,-2.407,-2.406,-2.406,-2.406,-2.406,-2.406,-2.406,-2.406,-2.406,-2.406,-2.406,-2.406,-2.406,-2.406,-2.406,-2.406,-2.406
0.239,0.239,0.239,0.239,0.239,0.239,0.239,0.239,0.239,0.239,0.239,0.239,0.239,0.315,0.492,0.662,0.678,0.705,0.884,0.936,1.096,1.263,1.355,1.45,1.59,1.742,1.86,1.956,2.063,2.164,2.235,2.276,2.286,2.314,2.337,2.345,2.348,2.348,2.334,2.333,2.309,2.276,2.228,2.18,2.129,2.086,2.033,1.974,1.893,1.794,1.72,1.653,1.594,1.528,1.461,1.381,1.312,1.252,1.196,1.144,1.083,1.021,1.008,0.991,0.983,0.984,0.984,0.984,0.984,0.984,0.984,0.984,0.984,0.984,0.984,0.984,0.984,0.984,0.984,0.984,0.984
